id,text,sentiment,aspect,language,split
50,"Normalerweise wird angenommen, dass Klasse A besser ist als Klasse B. Anders als bei Eiern oder Fleisch bezieht sich die Klasse jedoch auf den Zeitpunkt der Sirupernte, wobei Klasse B den intensiveren Geschmack aufweist.",positive,food quality,de,train
51,Sie kamen schnell und in perfektem Zustand an und ich habe wirklich jeden Bissen genossen!,positive,food general,de,train
52,"Ich bin sicher, dass es eher 75 % Birne mit einer Prise Gemüse sind, aber es ist besser als nichts.",positive,food quality,de,train
53,"Ich liebe es, dass der Riegel weich und zäh war.",positive,food general,de,train
53,"Ich liebe es, dass der Riegel weich und zäh war.",positive,food style_options,de,train
54,"Ich weiß nicht, wie ich es preislich mit anderen Marken vergleichen soll, weil es in meinem Staat nicht verkauft wird.",neutral,food prices,de,train
55,"Gut Kaffee und es ist ein Fair-Trade-Produkt, sodass Sie sich besonders gut fühlen, wenn Sie den Duft und die komplexen, aber einfachen Aromen einatmen und dennoch wissen, dass Sie der Erde und den Menschen auf ihr auf Ihre kleine Art und Weise ein wenig geholfen haben.",positive,food quality,de,train
55,"Gut Kaffee und es ist ein Fair-Trade-Produkt, sodass Sie sich besonders gut fühlen, wenn Sie den Duft und die komplexen, aber einfachen Aromen einatmen und dennoch wissen, dass Sie der Erde und den Menschen auf ihr auf Ihre kleine Art und Weise ein wenig geholfen haben.",positive,food general,de,train
56,Dieser Tee ist herrlich gewürzt!,positive,food quality,de,train
57,Das Kaffee hat mir überhaupt nicht geschmeckt.,negative,food general,de,train
58,"Ich war vom Geschmack enttäuscht und habe mir selbst besseren Tee gemacht, indem ich dem grünen Tee einen Tropfen Anis-Bonbon-Aroma hinzugefügt habe.",negative,food quality,de,train
59,"Ich bin nicht davon überzeugt, dass eine Kultur auch ohne Laktose möglich ist, aber angeblich ist es so.",positive,food general,de,train
60,Das Ergebnis ist eine herzhafte Tasse ohne bitteren Nachgeschmack.,positive,food quality,de,train
61,"Ich verwende gern wieder, statt etwas wegzuwerfen, und in dieser Hinsicht ist das Produkt My - Kap für einen niedrigen Preis gut.",positive,food general,de,train
61,"Ich verwende gern wieder, statt etwas wegzuwerfen, und in dieser Hinsicht ist das Produkt My - Kap für einen niedrigen Preis gut.",positive,food prices,de,train
62,"Vermeiden Sie es, wenn möglich, aber es ist keine völlige Verschwendung.",negative,food recommendation,de,train
62,"Vermeiden Sie es, wenn möglich, aber es ist keine völlige Verschwendung.",neutral,food general,de,train
63,Es funktioniert perfekt.,positive,food quality,de,train
64,Meine Katze liebt Fancy Feast Katzenfutter.,positive,food general,de,train
65,"Die Tasche war kleiner als erwartet, aber das liegt wahrscheinlich nur daran, dass ich Dinge nicht gut einschätzen kann.",negative,food style_options,de,train
66,Von allen anderen warmen Müslis von Bob’s Red Mill ist dieses mein Favorit.,positive,food general,de,train
67,"Wir sind beide große Fans von Haselnusskaffee, also war das perfekt.",positive,food general,de,train
68,Probieren Sie also diese leckeren Käsehäppchen noch heute! : ),positive,food quality,de,train
69,Tolles Angebot für die Qualität davon Himalaya-Salz!,positive,food quality,de,train
69,Tolles Angebot für die Qualität davon Himalaya-Salz!,positive,food prices,de,train
70,"Ich bin der Meinung, dass dies auch der beste Weg ist, sie zu erhalten.",positive,food general,de,train
71,"Die Tatsache, dass sie biologisch angebaut und mit natürlichem Zuckerrohrsaft gesüßt sind, statt mit zugesetztem Zucker wie die Markenprodukte aus dem Supermarkt, macht sie sogar noch besser.",positive,food quality,de,train
72,"Der rohe Rooibos-Geschmack, ohne diese „Verbesserungen“ wie beispielsweise Vanille, ist vollmundig und hat einen ganz eigenen Geschmack.",positive,food quality,de,train
73,"Das Produkt ist ganz ok, aber der Druck, Bewertungen/Feedback zu hinterlassen, verhindert sogar eine Drei-Sterne-Bewertung.",neutral,food general,de,train
74,Dies sind nur 325 mg Magnesiumcitrat und es ist wirklich herb!!,negative,food quality,de,train
75,"Ich bin allerdings der Meinung, dass es andere gibt, die einen leichten Kaffee zu schätzen wissen würden.",neutral,food general,de,train
76,"Es eignet sich hervorragend für Cupcakes oder normale Kuchen und macht Spaß, obendrauf Früchte wie zum Beispiel Erdbeeren hinzuzufügen.",positive,food style_options,de,train
77,Diese sind nicht sehr heiß.,negative,food quality,de,train
78,Dieser Kauf war fad und hatte keinen Geschmack.,negative,food quality,de,train
79,Und ihre Produkte sind fantastisch.,positive,food general,de,train
80,"Ein Produkt von ausgezeichneter Qualität Produkt, das wie beworben funktioniert – vielen Dank für die Entwicklung!!",positive,food quality,de,train
81,Dieser Tee war sehr gut.,positive,food general,de,train
82,"Ich fand, dass dies eine außergewöhnlich leckere Tasse Kaffee war – vergleichbar mit Kaffee, der in einer Kaffeemaschine aufgebrüht wurde.",positive,food quality,de,train
83,Ich mag den Geschmack so sehr,positive,food quality,de,train
84,"Wir lieben diese Kirschen, ich kaufe sie seit ein paar Jahren.",positive,food general,de,train
85,"Ich bin kein großer Kaffeetrinker, aber diese Marke Wolfgang Vienna ist gut.",positive,food general,de,train
86,"Auch die Tatsache, dass sie biologisch und aus Dinkel hergestellt sind, ist ein großes Plus.",positive,food quality,de,train
87,"Ich bekomme die verschiedenen Geschmacksrichtungen und es gibt keine, die ich nicht inhaliere.",positive,food quality,de,train
88,Idealerweise werden sie im 12er-Pack geliefert.,positive,food style_options,de,train
89,Es ist einfach ein Produkt der Spitzenqualität Produkt.,positive,food quality,de,train
90,Lecker Barbecuesoße.,positive,food quality,de,train
91,"Wenn Sie einen Mundgasmus nach dem anderen genießen, werden Sie sich in Hello Pandas verlieben.",positive,food general,de,train
92,Schokoladenstückchen und Kokosöl zusammen geschmolzen und anschließend in Eiswürfelschalen eingefroren.,positive,food style_options,de,train
93,"Der Matcha darunter nimmt definitiv einen erdigen Geschmack an, und ich frage mich, ob die Schärfe nicht zumindest teilweise von dem Matcha herrührt, den das Pistazienaroma gerade in den Vordergrund rückt.",positive,food quality,de,train
94,"Die Menge, die ich in einer anderen Dose gegessen habe, war für meinen Geschmack viel zu salzig und beträgt mehr als die Hälfte meines persönlichen Limits von 1500 mg Natrium pro Tag.",negative,food quality,de,train
95,Nicht ehrlich gegenüber ihren Kunden.,negative,food general,de,train
96,Die Kombination aus Rosinen und dunkler Schokolade ist wunderbar!,positive,food quality,de,train
97,Meine Hunde lieben diese Leckerlis einfach!,positive,food general,de,train
98,"Ich glaube, es hat eine harntreibende und möglicherweise abführende Wirkung und soll gut für die Leber sein.",positive,food general,de,train
99,"Ich sage dir, wie sehr ich Claxton-Früchtekuchen liebe.",positive,food general,de,train
100,Ich bin glücklich.,positive,food general,de,train
101,Ich habe gerade die letzte Dose gegessen.,positive,food general,de,train
102,Die Cashews waren groß und nur wenige zerbrochen.,positive,food style_options,de,train
103,ABER … zum aktuellen Tarif (9. April 2010) von 7 $.,neutral,food prices,de,train
104,"Jeder, der es probiert hat, war vom Geschmack beeindruckt.",positive,food general,de,train
105,Sehr lecker.,positive,food quality,fr,train
106,Sie sind gut mit reichlich schwarzem Pfeffer gewürzt.,positive,food quality,de,train
107,"Mir gefällt auch, dass sie ziemlich schnell in seinem Mund zu zergehen scheinen.",positive,food general,de,train
108,Die beiden besten Kaffeesorten der Welt (meiner bescheidenen Meinung nach) sind Kona und Jamaican Blue Mountain.,positive,food quality,de,train
109,"Dieses Produkt habe ich in einem Toffeeriegel verwendet, den ich gebacken habe.",positive,food general,de,train
110,"Es schmeckt frisch und mild, aber nicht so grasig, als ob Sie etwas trinken würden, das Teil Ihres Rasens war.",positive,food quality,de,train
111,"Ich werde mich woanders umsehen, da ich nicht länger einen Premiumpreis für mittelmäßige Produkte zahlen möchte.",negative,food general,de,train
112,"Es ist lecker, wird in kleineren Packungen geliefert (Portionskontrolle gefällig?!) und der Preis bei Amazon ist unschlagbar.",positive,food quality,de,train
113,"Der beste Vorteil ist, dass die „Bauchprobleme“ viel besser sind.",positive,food general,de,train
114,Stattdessen gibt es nur künstliche Erdbeere und einen leicht säuerlichen Geschmack.,negative,food quality,de,train
115,"Ich finde diese wiederverschließbaren Beutel toll, da Pandas dazu neigen, auszutrocknen. Das ist für mich das Problem mit den Kartons, selbst wenn man sie richtig verschlossen hat.",positive,food general,de,train
116,"Diese Knochen halten bei ihm ewig, mindestens 3 - 4 Monate am Stück.",positive,food general,de,train
117,"Es ist gut, wirklich gut!",positive,food general,de,train
118,"Guter Geschmack und Textur, weder der Pfeffer noch der Ahornsirup übertönt dies Trockenfleisch.",positive,food quality,de,train
118,"Guter Geschmack und Textur, weder der Pfeffer noch der Ahornsirup übertönt dies Trockenfleisch.",positive,food style_options,de,train
119,Trotz des anfänglichen Enthusiasmus über die hübschen blauen Blumen ist dies ein bedauerlicher Kauf.,negative,food general,de,train
119,Trotz des anfänglichen Enthusiasmus über die hübschen blauen Blumen ist dies ein bedauerlicher Kauf.,positive,food style_options,de,train
120,"Sie können sie so süß machen, wie Sie möchten, oder ganz auf den Zucker verzichten.",positive,food general,de,train
121,"Das BESTE Kartoffelpüree, das ich je gegessen habe …",positive,food general,de,train
122,"Es schmeckt gut und ist gut für die Flüssigkeitszufuhr und Elektrolyte, Sie können jedoch auch normales gereinigtes Wasser nehmen und einige Mineralien und Zitronen- oder Gemüsesaft hinzufügen, um eine ähnliche Wirkung zu erzielen.",positive,food quality,de,train
123,"Ich verwende gerne Essig statt Wasser, weil es meiner Meinung nach so besser schmeckt",positive,food quality,de,train
124,Sie schmecken weich und frisch und sind zudem mit viel Flüssigkeit versehen.,positive,food style_options,de,train
124,Sie schmecken weich und frisch und sind zudem mit viel Flüssigkeit versehen.,positive,food quality,de,train
124,Sie schmecken weich und frisch und sind zudem mit viel Flüssigkeit versehen.,positive,food general,de,train
125,"Nachteile: Sie können leicht durchgekaut werden, Ihr Hund wird sie daher wahrscheinlich schnell aufessen.",negative,food general,de,train
126,Sie sind jedoch köstlich und Sie sparen einen Dollar pro Tüte durch Amazon vs.,positive,food quality,de,train
127,"Sie waren alle mit Entengeschmack bestrichen oder eher befleckt -- mein Hund, der sich normalerweise immer so freut, wenn er eines dieser Leckerli bekommt, ließ es unberührt auf dem Boden liegen.",negative,food quality,de,train
128,"Ich habe mit Bangen in meine erste glutenfreie Brezel gebissen, aber sie sind gut!",positive,food general,de,train
129,"Ich glaube, es hat möglicherweise zu Magenverstimmung geführt.",negative,food general,de,train
130,"Dies ist jetzt der einzige Kaffee, den ich für meine Keurig bestelle.",positive,food general,de,train
131,"Ich habe schicke Riegel, lokale Riegel, handgegossene Riegel, Bio-Riegel und fast alles andere probiert, und DAS ist mein Favorit.",positive,food general,de,train
132,"Sehr gut, werde ich wieder machen.",positive,food general,de,train
133,Ich werde diese in dieser Menge wieder kaufen.,positive,food recommendation,de,train
134,"Es gibt eines mit gekochtem Hühnchen und Kalamatas, das Sie umhauen wird.",positive,food style_options,de,train
135,"Der Geschmack war einigermaßen angenehm und erinnerte mich an die Chips auf Flügen, wenn man die Wahl zwischen Chips und Brezeln hat.",positive,food quality,de,train
136,"Ich werde dieses köstliche Getränk weiterhin kaufen, wo immer ich es finden kann.",positive,food general,de,train
137,"Was ich erhalten habe, hatte eine völlig andere Zutatenliste und enthielt auch bestimmte Dinge, die ich nicht esse (wie Sucralose/Splenda).",negative,food general,de,train
138,"Allerdings ist es wirklich aufdringlich und obwohl es ein ordentliches Raucharoma hat, ist der Salzgehalt einfach viel zu viel.",negative,food quality,de,train
139,"Ich konnte die Würmer nicht probieren, da das Paket GEÖFFNET war, als sie bei mir ankamen, und sich alle Würmer im Karton befanden!",negative,food quality,de,train
140,Sogar meinen Kindern gefällt es.,positive,food general,de,train
141,"Die beste Soße, die ich je gekauft habe.",positive,food general,de,train
142,"Ich mag dieses Produkt, werde es aber wegen des Weizens nicht wieder kaufen.",positive,food general,de,train
143,"Ich liebe Pamelas Backmischung für fast alles andere, aber Bobs ist definitiv meine Lieblingspfannkuchenmischung.",positive,food general,de,train
144,"Es war toll, bis es regnete.",positive,food general,de,train
145,"Ich war ziemlich überrascht von ihrem Geschmack, der sehr gut ist.",positive,food quality,de,train
146,"Er ist sehr wählerisch und ich muss zugeben, dass sie besser schmecken als normale Brezeln.",positive,food quality,de,train
147,"Kaufen Sie diesen Artikel für alle bei KFORDHEALTH CARE STAFFING, es ist unnötig zu erwähnen, dass sie ihn lieben.",positive,food general,de,train
148,Coffee Masters Creme Brulee ist ein wahrer Genuss!,positive,food quality,de,train
149,Viel zu viel Salz.,negative,food quality,de,train
150,Ich liebe dieses Produkt.,positive,food general,de,train
151,"Jetzt habe ich herausgefunden, dass dieses Produkt nicht zur Rückgabe berechtigt ist.",negative,food general,de,train
152,"Sie sind perfekt für mittelgroße Hunde, die viel kauen.",positive,food general,de,train
153,"Ich LIEBE Trichterkuchen, hatte aber Angst, dass dieser auf dem Jahrmarkt nicht wie das Original schmecken würde. Freunde und Familie waren BEGEISTERT!",positive,food general,de,train
154,"Es ist zwar nichts, worauf ich wegen des Geschmacks Heißhunger bekomme, aber für einen Proteinshake ist es wirklich sehr gut!",positive,food general,de,train
155,"Ich bin sicher, dass ich dieses Produkt in Zukunft kaufen werde.",positive,food general,de,train
156,"Gute Wahl als Kaffee, den niemand nicht mögen wird, aber auch kein Geschmack für Leute, die einen wirklich starken Muntermacher mögen.",positive,food general,de,train
157,Einer meiner Favoriten.,positive,food general,de,train
158,Jetzt kommen sie also immer wieder und ich genieße meine Trio-Riegel jeden Abend als Teil meines Gute-Nacht-Snacks.,positive,food general,de,train
159,"Der Geschmack war mild aber kräftig genug, sodass ich ihn morgens trinken und nachmittags eine Tasse trinken konnte, wenn ich mich träge fühlte.",positive,food quality,de,train
160,"Bei meiner Recherche Löwenzahnwurzel bin ich auf viele unterschiedliche, teilweise widersprüchliche Behauptungen gestoßen, von denen keine durch seriöse Forschung gestützt zu sein scheint.",positive,food general,de,train
161,Meine Katze ignoriert diesen Geschmack völlig.,negative,food quality,de,train
162,Sie waren so saftig und köstlich.,positive,food quality,de,train
163,"Nun ja, ich stimme zu, obwohl ich diesem Futter die Höchstnote Katzenfutter gegeben hätte.",positive,food general,de,train
164,Es wird keine Milch benötigt!,positive,food style_options,de,train
165,"Genau das, was ich brauchte.",positive,food general,de,train
166,Der Geschmack ähnelt eher dem eines Blaubeermuffins als dem einer echten Blaubeere.,positive,food quality,de,train
167,"Ist eine "" suppige "" Käse-Nudel-Sauce.",negative,food quality,de,train
168,Dies ist ein sehr leckeres Getränk mit der richtigen Menge an Aromen.,positive,food quality,de,train
169,"Es ist fast aufgebraucht und bis jetzt sind alle schwarzen nicht vom Lakritztyp (und das ist der gute Geschmack im Vergleich zu den anderen, igitt!), dasselbe gilt für die weißen und von den blauen gab es nur ein Paar zum Spielen : (",positive,food quality,de,train
170,"Um die gleiche Stärke zu erhalten, benötigen Sie nur etwa 1/3 der Menge.",positive,food quality,de,train
171,"Ich mag nicht alle Inhaltsstoffe, aber ich schätze, ich muss damit leben. Ich gebe mir große Mühe, die Zähne meines Hundes sauber zu halten.",negative,food general,de,train
172,"Sie eignen sich auch hervorragend zur Verabreichung von Tabletten, die genau in die Mitte passen und sofort und ohne nachzudenken heruntergeschlungen werden.",positive,food general,de,train
173,Ich würde dieses Produkt auf jeden Fall empfehlen !!! ! !,positive,food recommendation,de,train
174,Sehr empfehlenswert.,positive,food recommendation,de,train
175,Dies ist die perfekte mittlere Röstung K-Tasse.,positive,food general,de,train
176,Das ist bisher mein Favorit GF-Pfannkuchenmischung.,positive,food general,de,train
177,Ich habe mich geirrt.,negative,food general,de,train
178,Das sind die leckersten Kekse aller Zeiten!,positive,food quality,de,train
179,"Ich trinke 3-4 Tassen pro Tag, einfach weil nichts anderes so gut schmeckt.",positive,food quality,de,train
180,"Ich dachte, die beiden zusammen wären ein warmes, behagliches Geschenk für einen kalten Winterabend.",positive,food general,de,train
181,"Dezente, kräftige Tasse mit Anklängen italienischer oder französischer Röstung.",positive,food general,de,train
182,Diese funktionieren wirklich!,positive,food general,de,train
183,"Aber ich habe diese Riegel gefunden, die diesen Anforderungen gerecht werden und auch noch super schmecken.",positive,food quality,de,train
184,"Es war schön, eine größere Tasche zu haben.",positive,food style_options,de,train
185,"Ich habe anderswo gelesen, dass regelmäßige Koffeinkonsumenten von dieser Art von Energydrink nicht profitieren - -",negative,food general,de,train
186,Mir hat das Popcorn geschmeckt und den meisten meiner Mitbewohner ( 8 ) auch.,positive,food general,de,train
187,"Ich schätze, dass es Leuten gefallen wird, die gerne Zucker in Erdnussbutter zu sich nehmen, aber ich mag es nicht.",negative,food general,de,train
188,"Dies ist das beste Getränk, das man an einem heißen Tag mit Eis genießen kann.",positive,food general,de,train
189,Mein Golden Retriever liebt diese total.,positive,food general,de,train
190,Der wiederverschließbare Beutel hält das Produkt frisch.,positive,food quality,de,train
191,Sie sind klein und lassen sich leicht in der Tasche tragen.,neutral,food style_options,de,train
191,Sie sind klein und lassen sich leicht in der Tasche tragen.,positive,food general,de,train
192,"3 Dosen entsprechen einem großen Behälter und es ist günstiger, als wenn Sie es im Supermarkt kaufen würden.",positive,food prices,de,train
193,Der Ingwergeschmack ist stark und hat eine starke Wirkung.,positive,food quality,de,train
194,"Es gibt so viele falsche Informationen über Protein. Hanf ist eine ausgezeichnete Proteinquelle, die leicht verdaulich ist und eine hohe Bioverfügbarkeit aufweist.",positive,food quality,de,train
195,"Oder servieren Sie es mit Kaffee, Saft, Eiern und Crumpets (oder englischen Muffins) für ein altmodisches britisches Frühstück, wie ich es vor vielen Jahren auf einer Reise nach England hatte.",positive,food general,de,train
196,. . ansonsten IST es ein leckeres Müsli.,positive,food quality,de,train
197,"Es ist erstaunlich, was ein wenig Magnesium bewirken kann!",positive,food general,de,train
198,"Der Geschmack muss nicht unbedingt schlecht sein, er ist nur unerwartet.",negative,food quality,de,train
199,"Ich LIEBE PB, aber versuche, nicht zu viel davon zu essen, da es so viele Kalorien enthält.",neutral,food general,de,train
200,"Die Geschmacksrichtung Lime n Chili ist mein Favorit, dicht gefolgt von Habanero BBQ.",positive,food quality,de,train
201,"Seien Sie gewarnt, es steht da Pumpkin Spice Latte, wenn die Tasse also Schaum produziert, ist sie dafür konzipiert.",positive,food general,de,train
202,"Ich habe lange nach einem wunderbaren, nicht zu bitteren grüner Tee gesucht, und dieser von Numi hat alles!",positive,food general,de,train
202,"Ich habe lange nach einem wunderbaren, nicht zu bitteren grüner Tee gesucht, und dieser von Numi hat alles!",positive,food quality,de,train
203,"Es ist voller Spurenelemente, die Ihr Körper braucht.",positive,food quality,de,train
204,"Ein toller Kauf für alle, die den natürlichen Erdnussbuttergeschmack ohne Kalorien und Fett wollen.",positive,food general,de,train
205,Goyas Tembleque (Kokosnusspudding nach puertoricanischer Art) ist einfach KÖSTLICH!,positive,food quality,de,train
206,Geschmacklich ist es sehr leicht und etwas nussig.,positive,food quality,de,train
207,Was für eine Erleichterung. Wir verwenden es gerne wieder und unser Essen ist munter geworden!,positive,food general,de,train
208,Es hat die perfekte Konsistenz und den perfekten Geschmack als Ergänzung zum Fleisch und schmilzt perfekt.,positive,food style_options,de,train
208,Es hat die perfekte Konsistenz und den perfekten Geschmack als Ergänzung zum Fleisch und schmilzt perfekt.,positive,food quality,de,train
208,Es hat die perfekte Konsistenz und den perfekten Geschmack als Ergänzung zum Fleisch und schmilzt perfekt.,positive,food general,de,train
209,Versuchungen und Truthahn sind ihr Favorit.,positive,food general,de,train
210,"Ich fand auch, dass es ziemlich schnell funktionierte.",positive,food general,de,train
211,"Das ist der beste Zitronenkeks , den ich je gegessen habe.",positive,food general,de,train
211,"Das ist der beste Zitronenkeks , den ich je gegessen habe.",positive,food quality,de,train
212,Ich bin ein großer Fan von Genisoy Soy Crisps (Geschmack „Deep Sea Salted“).,positive,food general,de,train
213,Flamin‘ Buffalo Chick + A1 sind meine absoluten Favoriten.,positive,food general,de,train
214,"Die Konsistenz ist ok, aber nicht das, was ich von einem ""Jerky"" erwarten würde.",neutral,food style_options,de,train
214,"Die Konsistenz ist ok, aber nicht das, was ich von einem ""Jerky"" erwarten würde.",negative,food style_options,de,train
215,"Sie ähneln ein wenig Rosinen, sind aber praller und süßer.",positive,food quality,de,train
216,"Da es sich um einen weichen Leckerbissen handelt, können Sie ihn bei Bedarf problemlos in kleinere Stücke zerbrechen.",positive,food quality,de,train
217,Ich kann sie allen wärmstens empfehlen.,positive,food recommendation,de,train
218,Das Kaugummi schmeckt wirklich gut. Aber der Geschmack hält nicht lange an.,positive,food quality,de,train
218,Das Kaugummi schmeckt wirklich gut. Aber der Geschmack hält nicht lange an.,neutral,food quality,de,train
219,Emerils Gebräu ist ausgezeichnet.,positive,food general,de,train
220,"Es scheint, dass die Mandel- und Aprikosenriegel beim Wechsel von der 8er-Packung auf die 12er-Packung so verändert wurden, dass mehr Aprikose oder irgendwie Süße hinzugefügt wurde.",negative,food general,de,train
221,Sehr enttäuscht von diesem Produkt!,negative,food general,de,train
222,Großartig Keks.,positive,food general,de,train
223,"Ich kann es in meiner Nähe nirgends kaufen, aber es macht das beste Karamellpopcorn aller Zeiten.",positive,food quality,de,train
224,Es ist wirklich gut und auch der Familie schmeckt es.,positive,food general,de,train
225,"Ich habe dies im Abonnement und Sparmodus und bin froh, dass sie es angeboten haben, da es uns nicht ausgehen wird!!",positive,food prices,de,train
226,Ich liebe den Erdnussgeschmack und die Knusprigkeit.,positive,food quality,de,train
227,"Gut, dass darin reichlich Schale war, sonst hätte ich kein Haus mehr.",positive,food style_options,de,train
228,"ein Freund hat mir diese Chips vorgestellt. Ich konnte sie hier nicht finden, also habe ich sie hier gekauft. Sie sind die BESTEN Chips und machen total süchtig. Sogar meine Schwester, die beim Geschmack von Zwiebeln würgen muss, LIEBT diese Chips. Die Lieferung ging schnell und es lohnt sich wirklich, eine Schachtel zu bestellen. Superlecker!",positive,food general,de,train
229,"Der Geschmack dieser Kekse lässt sich kaum beschreiben, wenn sie heiß aus dem Ofen kommen, aber auch kalt sind sie einfach fabelhaft.",positive,food quality,de,train
230,Die leichte Kohlensäure sorgt für zusätzliche Erfrischung.,positive,food general,de,train
231,"Wie andere Rezensenten bereits gesagt haben, funktioniert dies Popcorn nicht in der Heißluft-Popcornmaschine.",neutral,food general,de,train
232,Aber deshalb kaufen Sie es ja …,positive,food general,de,train
233,"Aber es ist super, egal ob heiß oder kalt, ich genieße es jedes Mal",positive,food general,de,train
234,Die sind köstlich!,positive,food quality,de,train
235,"Ich stimme mit Cavalier überein, da ich im Dezember 2009 zwei bis drei Bestellungen aufgegeben habe, die alle verbrannt sind.",negative,food quality,de,train
236,"Die Massenproduktion von Sweet Baby Rays begann erst Mitte der 90er Jahre, Ihre Produktbewertung bezieht sich also auf ein völlig anderes Produkt oder Sie haben für die Bewertung auf den falschen Link/das falsche Produkt geklickt.",neutral,food general,de,train
