text,aspect,entity,attribute,aspect_label,sentiment,language,split
"Wenn Sie Literatur aus dem psychologischen oder medizinischen Bereich interpretieren, ist dies eine großartige Ressource.",Curriculum,NULL,course general,5,positive,de,train
Ich hatte viel Spaß und habe viel gelernt.,Curriculum,NULL,course quality,5,positive,de,train
Ich hatte viel Spaß und habe viel gelernt.,Curriculum,NULL,course general,5,positive,de,train
"Dies ist ein idealer Kurs für Personen, die die Verwendung der Google Cloud Platform in Erwägung ziehen, sich jedoch über die Vorteile und Möglichkeiten nicht im Klaren sind.",Curriculum,Kurs,course general,5,positive,de,train
Ich kann auch die Wiederholung der linearen Algebra wärmstens empfehlen.,Recommendation,NULL,course general,14,positive,de,train
"Hat mir geholfen, von null technischen Kenntnissen im maschinellen Lernen bis zu dem Punkt zu gelangen, an dem ich mich bei der Implementierung sicher fühle und diese Implementierungen durchdenken kann.",Curriculum,NULL,course general,5,positive,de,train
Das war eher Zeitverschwendung für mich.,Curriculum,NULL,course value,5,negative,de,train
Das Gang gefällt mir sehr gut.,Curriculum,Gang,course general,5,positive,de,train
Kursarbeit war ziemlich einfach.,Assignments,Kursarbeit,assignments comprehensiveness,8,positive,de,train
"Statistiken zu verstehen ist nicht einfach, aber caffo macht es uns leicht, sie zu verstehen …",Teaching_Skill,caffo,faculty comprehensiveness,0,positive,de,train
Sehr empfehlenswert.,Recommendation,NULL,course general,14,positive,de,train
"Ich gebe 4 von 5 Sternen, weil im Hinblick auf die voraussichtlichen Abgabetermine in Woche 3 noch einige Verbesserungen nötig waren und es ein paar technische Bugs gab: Um am Diskussionsforum teilzunehmen, muss man in einem Browser angemeldet sein – ich habe es über meine iPad- oder iPhone-Apps nicht zum Laufen gebracht.",Curriculum,NULL,course quality,5,neutral,de,train
"Ich gebe 4 von 5 Sternen, weil im Hinblick auf die voraussichtlichen Abgabetermine in Woche 3 noch einige Verbesserungen nötig waren und es ein paar technische Bugs gab: Um am Diskussionsforum teilzunehmen, muss man in einem Browser angemeldet sein – ich habe es über meine iPad- oder iPhone-Apps nicht zum Laufen gebracht.",Curriculum,NULL,course general,5,negative,de,train
"Soweit ich mich erinnere, war die ursprüngliche Einführung in Python von Dr. Chuck Kurs, die vor etwa 3 bis 4 Jahren herauskam, in zwei Teile aufgeteilt.",Curriculum,Kurs,course general,5,positive,de,train
Genial Kurs.,Curriculum,Kurs,course general,5,positive,de,train
"Es macht nichts, wenn Sie Fehler machen, der Tutor steht Ihnen zur Seite und stellt den Quellcode vor und nach der Fehlersuche bereit.",Teaching_Skill,Tutor,faculty general,0,positive,de,train
"Sein klarer und einfacher Vermittlungsstil komplexer Konzepte mit passenden Beispielen stellt sicher, dass die Studierenden das Wesentliche mühelos erfassen und sich sicher durch komplexe Algorithmen navigieren.",Teaching_Skill,NULL,faculty comprehensiveness,0,positive,de,train
"Sein klarer und einfacher Vermittlungsstil komplexer Konzepte mit passenden Beispielen stellt sicher, dass die Studierenden das Wesentliche mühelos erfassen und sich sicher durch komplexe Algorithmen navigieren.",Teaching_Skill,NULL,faculty relatability,0,positive,de,train
Vielen Dank an Coursera und die Michigan State University für diese Gelegenheit.,Curriculum,NULL,course general,5,positive,de,train
Ich habe in dieser Spezialisierung viel gelernt und habe jetzt eine größere Vision für meine zukünftige Ausbildung und für mein Startup.,Curriculum,NULL,course general,5,positive,de,train
Ich kann diesen Kurs wärmstens empfehlen.,Recommendation,Kurs,course general,14,positive,de,train
Vielen Dank für die Bereitstellung dieses Kurses!,Curriculum,Kurses,course general,5,positive,de,train
"Empfehlenswert für alle, die Python oder Programmieren im Allgemeinen lernen möchten!",Recommendation,NULL,course general,14,positive,de,train
"Mit anderen Worten: Sie lernen, wie Sie funktionierenden R-Code schreiben, lernen aber nicht, wie Sie guten Code in R schreiben.",Curriculum,NULL,course quality,5,positive,de,train
"Es ist ein großartiger Kurs, um die Prinzipien des maschinellen Lernens und seiner Methoden und Algorithmen zu verstehen und zu lernen.",Curriculum,Kurs,course general,5,positive,de,train
"Es ist ein großartiger Kurs, um die Prinzipien des maschinellen Lernens und seiner Methoden und Algorithmen zu verstehen und zu lernen.",Curriculum,Kurs,course comprehensiveness,5,positive,de,train
ZWEI DAUMEN HOCH!,Curriculum,NULL,course quality,5,positive,en,train
Danke Prof. Chuck und CTAs.,Teaching_Skill,Prof. Chuck,faculty general,0,positive,de,train
Vielen Dank für diesen Kurs.,Curriculum,Kurs,course general,5,positive,de,train
"Es ist, als wäre Grafikdesign leicht gemacht.",Teaching_Skill,NULL,presentation comprehensiveness,0,positive,de,train
"Ich habe jedoch viel Zeit mit dem Ansehen unvollständiger Videos und dem Versuch verloren, Tests zu Stoff zu absolvieren, der in den Videos nicht oder nur teilweise behandelt wurde.",Teaching_Skill,Videos,presentation quality,0,negative,de,train
"Ich habe jedoch viel Zeit mit dem Ansehen unvollständiger Videos und dem Versuch verloren, Tests zu Stoff zu absolvieren, der in den Videos nicht oder nur teilweise behandelt wurde.",Assignments,Tests,assignments quality,8,negative,de,train
Dozenten sind gut zuhörbar.,Teaching_Skill,Dozenten,presentation quality,0,positive,de,train
"Und es wäre besser, wenn wir den gesamten Code im Video sehen könnten. In Woche 1, Vorlesung 3, waren jedoch einige Funktionen blockiert und ich bin nicht sicher, ob ich es alleine richtig mache.",Curriculum,NULL,course general,5,negative,de,train
"Wirklich gut Kurs, ich empfehle ihn jedem, der in der MENA-Region als Journalist oder Geschäftsmann arbeitet.",Recommendation,Kurs,course general,14,positive,de,train
"Wirklich gut Kurs, ich empfehle ihn jedem, der in der MENA-Region als Journalist oder Geschäftsmann arbeitet.",Recommendation,NULL,course general,14,positive,de,train
Ich habe aus diesem Kurs wirklich viel mitgenommen.,Curriculum,Kurs,course general,5,positive,de,train
"Andrew nimmt sich die Zeit, die Konzepte klar zu erklären.",Teaching_Skill,Andrew,faculty general,0,neutral,de,train
Tatsächlich habe ich noch nie so etwas Großartiges erlebt Vorlesung!,Teaching_Skill,Vorlesung,presentation quality,0,positive,de,train
Ich habe es sehr genossen.,Curriculum,NULL,course general,5,positive,de,train
"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",Curriculum,Kurs,course general,5,positive,de,train
"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",Teaching_Skill,Dr. Chuck,faculty general,0,positive,de,train
"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",Teaching_Skill,Dr. Chuck,faculty comprehensiveness,0,positive,de,train
"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",Teaching_Skill,Dr. Chuck,faculty comprehensiveness,0,positive,de,train
"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",Curriculum,NULL,course comprehensiveness,5,positive,de,train
"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",Teaching_Skill,NULL,presentation quality,0,positive,de,train
"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",Assignments,Quizze,assignments quality,8,positive,de,train
Ich mag den Lehrer und die Gespräche sind eine gute Übung zum Zuhören.,Teaching_Skill,Lehrer,faculty general,0,positive,de,train
Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,Assignments,Aufgaben,assignments quality,8,positive,de,train
Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,Teaching_Skill,Mitarbeitern,faculty comprehensiveness,0,positive,de,train
Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,Support,Diskussionsforum,faculty response,4,positive,de,train
"Ich bin äußerst unzufrieden und wünschte, ich hätte für diese Spezialisierung nicht bezahlt.",Curriculum,NULL,course general,5,negative,de,train
Ich empfehle es sehr.,Recommendation,NULL,course general,14,positive,de,train
"Es hatte sogar für mein Studienfach keine Bedeutung, aber Professor Murayama machte es so leicht verständlich, als hätte ich dieses Fach schon mein ganzes Leben lang studiert.",Teaching_Skill,Professor Murayama,faculty comprehensiveness,0,positive,de,train
"Sehr kenntnisreich Professor, aber dennoch einfach und angenehm zu folgen.",Teaching_Skill,Professor,faculty comprehensiveness,0,positive,de,train
"Sehr kenntnisreich Professor, aber dennoch einfach und angenehm zu folgen.",Teaching_Skill,Professor,faculty comprehensiveness,0,positive,de,train
repetitiv. lang. zu akademisch. unnötige Begriffe.,Assignments,NULL,assignments quality,8,negative,de,train
repetitiv. lang. zu akademisch. unnötige Begriffe.,Assignments,NULL,assignments relatability,8,negative,de,train
Es verändert wirklich das Leben Kurs!,Curriculum,Kurs,course general,5,positive,de,train
Dieser Kurs hat zwei großartige Projekte.,Curriculum,Kurs,course quality,5,positive,de,train
"Wenn Sie Probleme mit der Infinitesimalrechnung haben, sollten Sie unbedingt diesen Kurs belegen.",Curriculum,Kurs,course general,5,positive,de,train
Insgesamt eine tolle Erfahrung.,Curriculum,NULL,course general,5,positive,de,train
Zum ersten Mal an einem Programmierkurs teilnehmen Kurs.,Curriculum,Kurs,course general,5,positive,de,train
"Das Abschlussprojekt selbst war enttäuschend, ich habe viel mehr gelernt, als ich in Kurs Nr. 3 meine eigene App erstellt habe.",Assignments,Abschlussprojekt,assignments quality,8,negative,de,train
"Aber der Dozent hat keine kurze Beschreibung gegeben, worum es sich handelt, sondern nur darüber geredet, dass man Gefahr läuft, Daten zu manipulieren, wenn man keine klare Frage im Kopf hat.",Teaching_Skill,Dozent,faculty comprehensiveness,0,negative,de,train
"Es war für mich nicht wirklich einfach, diese Kurse bei meinem vollen Terminkalender zu beenden, aber ich habe durch diesen Kurs ein gewisses Gefühl für die Computersprache bekommen.",Curriculum,Kurse,course general,5,negative,de,train
"Die Fallstudie Abschlussaufgabe war auf jeden Fall hilfreich, um über einige der in den vier Wochen behandelten Kennzahlen nachzudenken.",Assignments,Abschlussaufgabe,assignments quality,8,positive,de,train
Mir gefällt die Mischung aus Grundlagen und Details sowie die Exkursionen zum LHC und einem Tokamak.,Curriculum,NULL,course quality,5,positive,de,train
"Ich habe 2 Wochen (nicht 6 Stunden, wie der Tutor sagt) gebraucht, um die Hälfte der zweiten Aufgabe zu erledigen, und ich muss gleich sagen, dass ich nichts über MongoDB gelernt habe.",Assignments,Aufgabe,assignments workload,8,negative,de,train
"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",Recommendation,Kurses,course general,14,positive,de,train
"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",Recommendation,Kurses,course general,14,positive,de,train
"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",Teaching_Skill,Lehrer,faculty value,0,positive,de,train
"Für diejenigen, die über die wesentlichen Kenntnisse in all dem verfügen, wäre der Kurs eine Wiederholung der Grundlagen.",Curriculum,Kurs,course general,5,positive,de,train
"Ich wünschte, sie hätten mehr Kurse zu PP von UVA.",Teaching_Skill,Kurse,presentation quantity,0,negative,de,train
"Meine einzige Beschwerde ist, dass die Hausaufgaben ziemlich restriktiv sind (nur ein Seitenspiel pro Woche, was bedeutet, dass man nicht alles machen kann), aber ich schätze die Tatsache, dass es die Dinge vereinfacht und einen eher dazu anregt, noch kreativer zu sein, über das typische „Brettspiel“ hinaus.",Assignments,Hausaufgaben,assignments quantity,8,negative,de,train
Gut Kurs für Anfänger wie mich.,Curriculum,Kurs,course general,5,positive,de,train
"Prof. Severance ist ein sehr guter Dozent, der schwierige Dinge einfach aussehen lässt.",Teaching_Skill,Prof. Severance,faculty general,0,positive,de,train
"Prof. Severance ist ein sehr guter Dozent, der schwierige Dinge einfach aussehen lässt.",Teaching_Skill,Prof. Severance,faculty comprehensiveness,0,positive,de,train
"Vielen Dank, Professor Randy, Northwester University und Coursera.",Teaching_Skill,Professor Randy,faculty general,0,positive,en,train
Der Kurs ist ausgezeichnet.,Curriculum,Kurs,course general,5,positive,de,train
"Tatsächlich bin ich nie dazu gekommen, die Fotos für die letzte Eingabeaufforderung hochzuladen.",Curriculum,NULL,course general,5,negative,de,train
"Ein nützlicher und praktischer Kurs, der Spaß gemacht hat und interessant war.",Curriculum,Kurs,course general,5,positive,de,train
"Der Inhalt ist großartig und nicht so überladen, dass er Sie von der Spieleentwicklung abschreckt.",Materials,Inhalt,material quality,6,positive,de,train
"Der Inhalt ist großartig und nicht so überladen, dass er Sie von der Spieleentwicklung abschreckt.",Materials,Inhalt,material relatability,6,positive,de,train
"Gute Abdeckung der Grundlagen, aber einige der verwendeten Daten, Werkzeuge und Ansätze sind zwei bis drei Jahre veraltet, was im schnelllebigen sozialen Umfeld besonders problematisch ist.",Curriculum,NULL,course general,5,positive,de,train
"Ich habe es geschätzt, weil es mir wirklich geholfen hat, die Feinheiten des Zitierens zu verstehen, die ich wissen musste, um mit diesem Kurs weitermachen zu können.",Curriculum,Kurs,course comprehensiveness,5,positive,de,train
"Die Videovorlesungen werden Ihnen beim Bestehen der Tests helfen, da diese in erster Linie Theorie und Hintergrund enthalten.",Teaching_Skill,Videovorlesungen,presentation quality,0,positive,de,train
"Die Videovorlesungen werden Ihnen beim Bestehen der Tests helfen, da diese in erster Linie Theorie und Hintergrund enthalten.",Assignments,Tests,assignments comprehensiveness,8,positive,de,train
Einfache fünf Sterne.,Curriculum,NULL,course general,5,positive,de,train
"Vielen Dank an alle bei Coursera und der University of Virginia, die diesen MOOC ermöglicht haben.",Curriculum,NULL,course general,5,positive,de,train
Mir gefällt die angewandte Methode „Learning by Doing“ und während des Kurses haben Sie eine gute Website erstellt.,Curriculum,Kurses,course relatability,5,positive,de,train
Ich habe diesen Kurs vor über einem Jahr besucht und kann mich noch immer an die Fallgeschichten erinnern.,Curriculum,NULL,course general,5,negative,de,train
Es ist nicht allzu viel zu lernen.,Curriculum,NULL,course general,5,neutral,de,train
Es beleuchtet eine große Bandbreite an Themen und zeichnet diese entlang der Entwicklung der Fotografie von ihren Anfängen bis heute nach.,Curriculum,NULL,course quality,5,positive,de,train
"Ich habe eine ordentliche Summe Geld bezahlt, um an diesem Kurs teilzunehmen, und bin sehr enttäuscht, dass er einfach auf Autopilot läuft und es keinen Ort gibt, an den man sich wenden kann, um eine Lösung zu finden, Fragen zu stellen oder Hilfe zu erhalten.",Curriculum,Kurs,course value,5,negative,de,train
"Ich habe eine ordentliche Summe Geld bezahlt, um an diesem Kurs teilzunehmen, und bin sehr enttäuscht, dass er einfach auf Autopilot läuft und es keinen Ort gibt, an den man sich wenden kann, um eine Lösung zu finden, Fragen zu stellen oder Hilfe zu erhalten.",Support,NULL,faculty response,4,negative,de,train
"Durch die Teilnahme am Kurs als Gasthörer erhielt ich Zugriff auf alle  Kurs Materialien und Kenntnisse, die ich benötigte, ohne mein Bankkonto leeren zu müssen.",Curriculum,Kurs,course general,5,positive,de,train
Dr. Mathew Yee King ist mein Favorit in diesem Kurs.,Teaching_Skill,Dr. Mathew Yee King,faculty general,0,positive,de,train
"Mir gefällt die Art und Weise, wie die Forscher ihr Fachgebiet vorstellen und über aktuelle Veröffentlichungen dazu sprechen, sehr gut.",Teaching_Skill,NULL,faculty general,0,positive,de,train
"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",Curriculum,NULL,course general,5,positive,de,train
"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",Teaching_Skill,Dr. Ngs,faculty comprehensiveness,0,positive,de,train
"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",Teaching_Skill,Dr. Ngs,faculty general,0,positive,de,train
"Ich empfehle jedem, der sich für die Python-Programmierung interessiert, unbedingt, diesen Kurs mit Dr. Chuck zu belegen.",Recommendation,Kurs,course general,14,positive,de,train
"Ich empfehle jedem, der sich für die Python-Programmierung interessiert, unbedingt, diesen Kurs mit Dr. Chuck zu belegen.",Teaching_Skill,Dr. Chuck,faculty general,0,positive,de,train
Teilen und nett natürlich!,Curriculum,natürlich,course general,5,positive,de,train
"Es war eine fantastische Erfahrung und ich kann es kaum erwarten, das Gelernte anzuwenden.",Curriculum,NULL,course general,5,positive,de,train
"Ich weiß nicht, wo das Problem liegt, da ich die Videos gut lerne und wenn es darum geht, Quiz zu machen, bestehe ich nie, also schaue ich mir die Videos immer wieder an, aber es ist immer das gleiche Ergebnis. Bei anderen Sprachen bin ich mir nicht sicher, was der Sinn davon ist",Assignments,Quiz,assignments comprehensiveness,8,negative,de,train
Es ist einfach und leicht zu verstehen.,Curriculum,NULL,course comprehensiveness,5,positive,de,train
Viel Spaß beim Lernen!,Curriculum,NULL,course general,5,positive,de,train
"Dieser Kurs kann für Anfänger als Social-Media-Profis hilfreich sein, wenn Sie jedoch bereits in diesem Bereich arbeiten, werden Sie diesen Kurs unglaublich langweilig finden.",Curriculum,Kurs,course quality,5,negative,de,train
"Danke, dass Sie mir die Grundlagen der Finanzwelt beigebracht haben, OMG.",Curriculum,NULL,course comprehensiveness,5,positive,de,train
"Die anderen Aspekte der Literatur, Malerei und der populäreren Künste (Kilts, mündliche Überlieferungen usw.) waren eine schöne Überraschung.",Teaching_Skill,NULL,presentation relatability,0,positive,de,train
"sehr nützlich. Alle behandelten Informationen sind im Grunde gesunder Menschenverstand, und dennoch achten die Leute nicht auf all die kleinen Dinge, die in diesem Kurs besprochen werden. Nun ja. Ich hatte Spaß beim Zuhören der Vorlesungen und werde die Konzepte definitiv in meinem Alltag anwenden. Danke.",Curriculum,Kurs,course relatability,5,positive,de,train
Verbesserung gegenüber dem ersten Kurs.,Curriculum,Kurs,course general,5,positive,de,train
Sehr gut Inhalt.,Curriculum,Inhalt,course general,5,positive,de,train
"Das ist ein guter Anfang, besser, als irgendwo im Internet darüber zu lesen.",Curriculum,NULL,course general,5,positive,de,train
Darüber hinaus ist der Professor oft schwer zu verstehen.,Teaching_Skill,Professor,faculty comprehensiveness,0,negative,de,train
Danke Prof. Dan!,Teaching_Skill,Prof. Dan,faculty general,0,positive,fr,train
"Schließlich hat mir dieser Kurs geholfen, ein Gefühl für verschiedene politische Theorien zu bekommen und mein Interesse deutlich zu steigern.",Curriculum,Kurs,course general,5,positive,de,train
Einfach unglaublich!,Curriculum,NULL,course general,5,positive,de,train
"Ich hoffe, das wird hilfreich sein.",Grading,NULL,polarity positive,9,positive,de,train
"Wenn Sie einen allgemeinen HTML-Kurs Kurs suchen, ist dieser das Richtige für Sie.",Curriculum,Kurs,course general,5,positive,de,train
Es ist unglaublich!,Curriculum,NULL,course general,5,positive,de,train
"Und was ist, wenn Sie der IDEE nicht völlig zustimmen, dass moderne Kunst thematisch Präsentation präsentiert werden muss?",Teaching_Skill,Präsentation,presentation quality,0,negative,de,train
"Dennoch scheint es, dass sie im Video die Kernkonzepte viel besser hätten vorstellen können, um Nicht-Programmierern eine bessere Ausgangsbasis für die Suche nach externen Forschern zu bieten.",Teaching_Skill,Video,presentation quality,0,positive,de,train
"Dennoch scheint es, dass sie im Video die Kernkonzepte viel besser hätten vorstellen können, um Nicht-Programmierern eine bessere Ausgangsbasis für die Suche nach externen Forschern zu bieten.",Teaching_Skill,Video,presentation comprehensiveness,0,positive,de,train
"Ich habe wirklich das Gefühl, dass mir dieser Kurs einige wertvolle neue Erkenntnisse gebracht hat, mit denen ich die Welt um mich herum und mich selbst sehen kann.",Curriculum,Kurs,course general,5,positive,de,train
"Ich habe viele grundlegende Dirigierfähigkeiten erlernt, die für meinen Traum, Orchesterdirigent zu werden, von grundlegender Bedeutung sind.",Curriculum,NULL,course general,5,positive,de,train
Die Kurse sind super.,Curriculum,Kurse,course general,5,positive,de,train
Es war eine Herausforderung.,Grading,NULL,polarity positive,9,positive,de,train
