id,text,sentiment,aspect,language,split
28,"Noch wichtiger ist, dass mir dieser Kurs jetzt das Vertrauen gegeben hat, dass ich mit einer Lerneinstellung alles lernen kann, auch wenn ich kein Talent/Interesse dafür habe.",positive,chuong_trinh_hoc,de,train
29,"Ich habe all dies gemeldet und nicht eine einzige Antwort erhalten, vielleicht weil ich kein zahlender Kunde bin.",negative,hanh_vi,de,train
30,"Jeder, der diesen Kurs absolviert hat, wird lebenslang davon profitieren.",positive,noi_chung,de,train
31,Dies ist eine großartige Einführung in einen formaleren Ansatz für Algorithmen und ich freue mich auf die restlichen Kurse in dieser Spezialisierung.,positive,noi_chung,de,train
31,Dies ist eine großartige Einführung in einen formaleren Ansatz für Algorithmen und ich freue mich auf die restlichen Kurse in dieser Spezialisierung.,positive,chuong_trinh_hoc,de,train
32,Ich freue mich auf den nächsten Teil dieses Kurses.,positive,noi_chung,de,train
33,Ich werde diesen Kurs auf jeden Fall meinen Freunden und meiner Familie empfehlen.,positive,de_xuat,de,train
34,"Dies ist lediglich ein Starterkurs Kurs, der Sie mit den Grundlagen von ML mit Python vertraut macht.",negative,chuong_trinh_hoc,de,train
35,Einziger Kritikpunkt ist die Ausgestaltung des Feedbacks und der Kritik.,negative,hanh_vi,de,train
36,Die Ergebnisse werden sehr nützlich sein.,positive,ham_diem,de,train
37,Ich bin mit dem Kurs sehr zufrieden und hätte gern einen Kurs „Koreanisch sprechen lernen 2“!,positive,noi_chung,de,train
38,Es ist ein sehr gut strukturierter und effektiver Kurs.,positive,chuong_trinh_hoc,de,train
39,"Ansonsten: super Kurs, super Dozent und super Inhalt!",positive,cung_cap_tai_lieu,de,train
39,"Ansonsten: super Kurs, super Dozent und super Inhalt!",positive,ky_nang_giang_day,de,train
39,"Ansonsten: super Kurs, super Dozent und super Inhalt!",positive,noi_chung,de,train
40,"Es war ein sehr interessanter Kurs, allerdings war er durch die Einschlüsse eher auf die spanische Geschichte ausgerichtet.",positive,noi_chung,de,train
41,"Normalerweise mag ich Kurse mit einem starken wissenschaftlichen Schwerpunkt, aber dieser Kurs war für Personen mit mittlerem Niveau oder ohne wissenschaftlichen Hintergrund gut geeignet.",positive,ky_nang_giang_day,de,train
42,Tolle Klasse.,positive,noi_chung,de,train
43,Es ist ein guter Kurs und die Inhalte sind sehr hilfreich.,positive,noi_chung,de,train
43,Es ist ein guter Kurs und die Inhalte sind sehr hilfreich.,positive,cung_cap_tai_lieu,de,train
44,Es war in gewisser Weise herausfordernd und SEHR interessant.,positive,noi_chung,de,train
44,Es war in gewisser Weise herausfordernd und SEHR interessant.,positive,chuong_trinh_hoc,de,train
45,"Ausgezeichnet Vorlesungen, enttäuscht durch die Schwierigkeit der Aufgaben.",positive,ky_nang_giang_day,de,train
45,"Ausgezeichnet Vorlesungen, enttäuscht durch die Schwierigkeit der Aufgaben.",positive,bai_tap,de,train
46,Dieser Kurs inspiriert mich sehr.,positive,noi_chung,de,train
47,"Die Art und Weise, wie das Thema angesprochen wird, ist klar, direkt und leicht verständlich.",positive,chuong_trinh_hoc,de,train
48,"Im Allgemeinen ist der Kurs sehr informativ, umfassend, anleitungsbasiert und enthält sehr gute Übungen, die alle  Kurs Inhalte abdecken und einen guten Einstieg in die Praxis bieten.",positive,chuong_trinh_hoc,de,train
48,"Im Allgemeinen ist der Kurs sehr informativ, umfassend, anleitungsbasiert und enthält sehr gute Übungen, die alle  Kurs Inhalte abdecken und einen guten Einstieg in die Praxis bieten.",positive,bai_tap,de,train
48,"Im Allgemeinen ist der Kurs sehr informativ, umfassend, anleitungsbasiert und enthält sehr gute Übungen, die alle  Kurs Inhalte abdecken und einen guten Einstieg in die Praxis bieten.",positive,ky_nang_giang_day,de,train
48,"Im Allgemeinen ist der Kurs sehr informativ, umfassend, anleitungsbasiert und enthält sehr gute Übungen, die alle  Kurs Inhalte abdecken und einen guten Einstieg in die Praxis bieten.",positive,noi_chung,de,train
49,"Ich würde diesen Kurs empfehlen, hoffe aber, dass die Kurs Administratoren dieses Feedback aufgreifen und die Aufgaben in Zukunft klarer gestalten.",positive,de_xuat,de,train
50,"Wenn Sie Literatur aus dem psychologischen oder medizinischen Bereich interpretieren, ist dies eine großartige Ressource.",positive,noi_chung,de,train
51,Ich hatte viel Spaß und habe viel gelernt.,positive,chuong_trinh_hoc,de,train
51,Ich hatte viel Spaß und habe viel gelernt.,positive,noi_chung,de,train
52,"Dies ist ein idealer Kurs für Personen, die die Verwendung der Google Cloud Platform in Erwägung ziehen, sich jedoch über die Vorteile und Möglichkeiten nicht im Klaren sind.",positive,noi_chung,de,train
53,Ich kann auch die Wiederholung der linearen Algebra wärmstens empfehlen.,positive,de_xuat,de,train
54,"Hat mir geholfen, von null technischen Kenntnissen im maschinellen Lernen bis zu dem Punkt zu gelangen, an dem ich mich bei der Implementierung sicher fühle und diese Implementierungen durchdenken kann.",positive,noi_chung,de,train
55,Das war eher Zeitverschwendung für mich.,negative,chuong_trinh_hoc,de,train
56,Das Gang gefällt mir sehr gut.,positive,noi_chung,de,train
57,Kursarbeit war ziemlich einfach.,positive,bai_tap,de,train
58,"Statistiken zu verstehen ist nicht einfach, aber caffo macht es uns leicht, sie zu verstehen …",positive,ky_nang_giang_day,de,train
59,Sehr empfehlenswert.,positive,de_xuat,de,train
60,"Ich gebe 4 von 5 Sternen, weil im Hinblick auf die voraussichtlichen Abgabetermine in Woche 3 noch einige Verbesserungen nötig waren und es ein paar technische Bugs gab: Um am Diskussionsforum teilzunehmen, muss man in einem Browser angemeldet sein – ich habe es über meine iPad- oder iPhone-Apps nicht zum Laufen gebracht.",neutral,chuong_trinh_hoc,de,train
60,"Ich gebe 4 von 5 Sternen, weil im Hinblick auf die voraussichtlichen Abgabetermine in Woche 3 noch einige Verbesserungen nötig waren und es ein paar technische Bugs gab: Um am Diskussionsforum teilzunehmen, muss man in einem Browser angemeldet sein – ich habe es über meine iPad- oder iPhone-Apps nicht zum Laufen gebracht.",negative,noi_chung,de,train
61,"Soweit ich mich erinnere, war die ursprüngliche Einführung in Python von Dr. Chuck Kurs, die vor etwa 3 bis 4 Jahren herauskam, in zwei Teile aufgeteilt.",positive,noi_chung,de,train
62,Genial Kurs.,positive,noi_chung,de,train
63,"Es macht nichts, wenn Sie Fehler machen, der Tutor steht Ihnen zur Seite und stellt den Quellcode vor und nach der Fehlersuche bereit.",positive,ky_nang_giang_day,de,train
64,"Sein klarer und einfacher Vermittlungsstil komplexer Konzepte mit passenden Beispielen stellt sicher, dass die Studierenden das Wesentliche mühelos erfassen und sich sicher durch komplexe Algorithmen navigieren.",positive,ky_nang_giang_day,de,train
64,"Sein klarer und einfacher Vermittlungsstil komplexer Konzepte mit passenden Beispielen stellt sicher, dass die Studierenden das Wesentliche mühelos erfassen und sich sicher durch komplexe Algorithmen navigieren.",positive,kinh_nghiem,de,train
65,Vielen Dank an Coursera und die Michigan State University für diese Gelegenheit.,positive,noi_chung,de,train
66,Ich habe in dieser Spezialisierung viel gelernt und habe jetzt eine größere Vision für meine zukünftige Ausbildung und für mein Startup.,positive,noi_chung,de,train
67,Ich kann diesen Kurs wärmstens empfehlen.,positive,de_xuat,de,train
68,Vielen Dank für die Bereitstellung dieses Kurses!,positive,noi_chung,de,train
69,"Empfehlenswert für alle, die Python oder Programmieren im Allgemeinen lernen möchten!",positive,de_xuat,de,train
70,"Mit anderen Worten: Sie lernen, wie Sie funktionierenden R-Code schreiben, lernen aber nicht, wie Sie guten Code in R schreiben.",positive,chuong_trinh_hoc,de,train
71,"Es ist ein großartiger Kurs, um die Prinzipien des maschinellen Lernens und seiner Methoden und Algorithmen zu verstehen und zu lernen.",positive,noi_chung,de,train
71,"Es ist ein großartiger Kurs, um die Prinzipien des maschinellen Lernens und seiner Methoden und Algorithmen zu verstehen und zu lernen.",positive,chuong_trinh_hoc,de,train
72,ZWEI DAUMEN HOCH!,positive,chuong_trinh_hoc,en,train
73,Danke Prof. Chuck und CTAs.,positive,ky_nang_giang_day,de,train
74,Vielen Dank für diesen Kurs.,positive,noi_chung,de,train
75,"Es ist, als wäre Grafikdesign leicht gemacht.",positive,ky_nang_giang_day,de,train
76,"Ich habe jedoch viel Zeit mit dem Ansehen unvollständiger Videos und dem Versuch verloren, Tests zu Stoff zu absolvieren, der in den Videos nicht oder nur teilweise behandelt wurde.",negative,ky_nang_giang_day,de,train
76,"Ich habe jedoch viel Zeit mit dem Ansehen unvollständiger Videos und dem Versuch verloren, Tests zu Stoff zu absolvieren, der in den Videos nicht oder nur teilweise behandelt wurde.",negative,bai_tap,de,train
77,Dozenten sind gut zuhörbar.,positive,ky_nang_giang_day,de,train
78,"Und es wäre besser, wenn wir den gesamten Code im Video sehen könnten. In Woche 1, Vorlesung 3, waren jedoch einige Funktionen blockiert und ich bin nicht sicher, ob ich es alleine richtig mache.",negative,noi_chung,de,train
79,"Wirklich gut Kurs, ich empfehle ihn jedem, der in der MENA-Region als Journalist oder Geschäftsmann arbeitet.",positive,de_xuat,de,train
79,"Wirklich gut Kurs, ich empfehle ihn jedem, der in der MENA-Region als Journalist oder Geschäftsmann arbeitet.",positive,de_xuat,de,train
80,Ich habe aus diesem Kurs wirklich viel mitgenommen.,positive,noi_chung,de,train
81,"Andrew nimmt sich die Zeit, die Konzepte klar zu erklären.",neutral,ky_nang_giang_day,de,train
82,Tatsächlich habe ich noch nie so etwas Großartiges erlebt Vorlesung!,positive,ky_nang_giang_day,de,train
83,Ich habe es sehr genossen.,positive,noi_chung,de,train
84,"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",positive,noi_chung,de,train
84,"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",positive,ky_nang_giang_day,de,train
84,"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",positive,ky_nang_giang_day,de,train
84,"Wirklich interessant Kurs, mir hat der Unterricht mit Dr. Chuck wirklich Spaß gemacht, weil er verschiedene Konzepte der Programmierung leicht erklärt, sodass die Übungen leicht zu lösen sind.",positive,ky_nang_giang_day,de,train
85,"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",positive,chuong_trinh_hoc,de,train
85,"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",positive,ky_nang_giang_day,de,train
85,"Mir gefiel die Art und Weise, wie die verschiedenen Themen erklärt werden, mir gefallen die Grafiken, die Videos, die Quizze – alles!",positive,bai_tap,de,train
86,Ich mag den Lehrer und die Gespräche sind eine gute Übung zum Zuhören.,positive,ky_nang_giang_day,de,train
87,Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,positive,bai_tap,de,train
87,Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,positive,ky_nang_giang_day,de,train
87,Aufgaben waren sehr lehrreich und wurden von Mitarbeitern im Diskussionsforum gut erklärt. Vielen Dank an die Mitarbeiter und an die Universität von Michigan für den Kurs.,positive,hanh_vi,de,train
88,"Ich bin äußerst unzufrieden und wünschte, ich hätte für diese Spezialisierung nicht bezahlt.",negative,noi_chung,de,train
89,Ich empfehle es sehr.,positive,de_xuat,de,train
90,"Es hatte sogar für mein Studienfach keine Bedeutung, aber Professor Murayama machte es so leicht verständlich, als hätte ich dieses Fach schon mein ganzes Leben lang studiert.",positive,ky_nang_giang_day,de,train
91,"Sehr kenntnisreich Professor, aber dennoch einfach und angenehm zu folgen.",positive,ky_nang_giang_day,de,train
91,"Sehr kenntnisreich Professor, aber dennoch einfach und angenehm zu folgen.",positive,ky_nang_giang_day,de,train
92,repetitiv. lang. zu akademisch. unnötige Begriffe.,negative,bai_tap,de,train
92,repetitiv. lang. zu akademisch. unnötige Begriffe.,negative,bai_tap,de,train
93,Es verändert wirklich das Leben Kurs!,positive,noi_chung,de,train
94,Dieser Kurs hat zwei großartige Projekte.,positive,chuong_trinh_hoc,de,train
95,"Wenn Sie Probleme mit der Infinitesimalrechnung haben, sollten Sie unbedingt diesen Kurs belegen.",positive,noi_chung,de,train
96,Insgesamt eine tolle Erfahrung.,positive,noi_chung,de,train
97,Zum ersten Mal an einem Programmierkurs teilnehmen Kurs.,positive,noi_chung,de,train
98,"Das Abschlussprojekt selbst war enttäuschend, ich habe viel mehr gelernt, als ich in Kurs Nr. 3 meine eigene App erstellt habe.",negative,bai_tap,de,train
99,"Aber der Dozent hat keine kurze Beschreibung gegeben, worum es sich handelt, sondern nur darüber geredet, dass man Gefahr läuft, Daten zu manipulieren, wenn man keine klare Frage im Kopf hat.",negative,ky_nang_giang_day,de,train
100,"Es war für mich nicht wirklich einfach, diese Kurse bei meinem vollen Terminkalender zu beenden, aber ich habe durch diesen Kurs ein gewisses Gefühl für die Computersprache bekommen.",negative,noi_chung,de,train
101,"Die Fallstudie Abschlussaufgabe war auf jeden Fall hilfreich, um über einige der in den vier Wochen behandelten Kennzahlen nachzudenken.",positive,bai_tap,de,train
102,Mir gefällt die Mischung aus Grundlagen und Details sowie die Exkursionen zum LHC und einem Tokamak.,positive,chuong_trinh_hoc,de,train
103,"Ich habe 2 Wochen (nicht 6 Stunden, wie der Tutor sagt) gebraucht, um die Hälfte der zweiten Aufgabe zu erledigen, und ich muss gleich sagen, dass ich nichts über MongoDB gelernt habe.",negative,bai_tap,de,train
104,"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",positive,de_xuat,de,train
104,"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",positive,de_xuat,de,train
104,"Ich habe jede Minute des Kurses genossen und empfehle anderen, das Gleiche zu tun : ) Das hier vermittelte Wissen ist nicht nur für Englischlehrer, sondern auch für Lehrer jedes beliebigen Fachs von größtem Wert.",positive,ky_nang_giang_day,de,train
105,"Für diejenigen, die über die wesentlichen Kenntnisse in all dem verfügen, wäre der Kurs eine Wiederholung der Grundlagen.",positive,noi_chung,de,train
106,"Ich wünschte, sie hätten mehr Kurse zu PP von UVA.",negative,ky_nang_giang_day,de,train
107,"Meine einzige Beschwerde ist, dass die Hausaufgaben ziemlich restriktiv sind (nur ein Seitenspiel pro Woche, was bedeutet, dass man nicht alles machen kann), aber ich schätze die Tatsache, dass es die Dinge vereinfacht und einen eher dazu anregt, noch kreativer zu sein, über das typische „Brettspiel“ hinaus.",negative,bai_tap,de,train
108,Gut Kurs für Anfänger wie mich.,positive,noi_chung,de,train
109,"Prof. Severance ist ein sehr guter Dozent, der schwierige Dinge einfach aussehen lässt.",positive,ky_nang_giang_day,de,train
109,"Prof. Severance ist ein sehr guter Dozent, der schwierige Dinge einfach aussehen lässt.",positive,ky_nang_giang_day,de,train
110,"Vielen Dank, Professor Randy, Northwester University und Coursera.",positive,ky_nang_giang_day,en,train
111,Der Kurs ist ausgezeichnet.,positive,noi_chung,de,train
112,"Tatsächlich bin ich nie dazu gekommen, die Fotos für die letzte Eingabeaufforderung hochzuladen.",negative,noi_chung,de,train
113,"Ein nützlicher und praktischer Kurs, der Spaß gemacht hat und interessant war.",positive,noi_chung,de,train
114,"Der Inhalt ist großartig und nicht so überladen, dass er Sie von der Spieleentwicklung abschreckt.",positive,cung_cap_tai_lieu,de,train
114,"Der Inhalt ist großartig und nicht so überladen, dass er Sie von der Spieleentwicklung abschreckt.",positive,cung_cap_tai_lieu,de,train
115,"Gute Abdeckung der Grundlagen, aber einige der verwendeten Daten, Werkzeuge und Ansätze sind zwei bis drei Jahre veraltet, was im schnelllebigen sozialen Umfeld besonders problematisch ist.",positive,noi_chung,de,train
116,"Ich habe es geschätzt, weil es mir wirklich geholfen hat, die Feinheiten des Zitierens zu verstehen, die ich wissen musste, um mit diesem Kurs weitermachen zu können.",positive,chuong_trinh_hoc,de,train
117,"Die Videovorlesungen werden Ihnen beim Bestehen der Tests helfen, da diese in erster Linie Theorie und Hintergrund enthalten.",positive,ky_nang_giang_day,de,train
117,"Die Videovorlesungen werden Ihnen beim Bestehen der Tests helfen, da diese in erster Linie Theorie und Hintergrund enthalten.",positive,bai_tap,de,train
118,Einfache fünf Sterne.,positive,noi_chung,de,train
119,"Vielen Dank an alle bei Coursera und der University of Virginia, die diesen MOOC ermöglicht haben.",positive,noi_chung,de,train
120,Mir gefällt die angewandte Methode „Learning by Doing“ und während des Kurses haben Sie eine gute Website erstellt.,positive,chuong_trinh_hoc,de,train
121,Ich habe diesen Kurs vor über einem Jahr besucht und kann mich noch immer an die Fallgeschichten erinnern.,negative,noi_chung,de,train
122,Es ist nicht allzu viel zu lernen.,neutral,noi_chung,de,train
123,Es beleuchtet eine große Bandbreite an Themen und zeichnet diese entlang der Entwicklung der Fotografie von ihren Anfängen bis heute nach.,positive,chuong_trinh_hoc,de,train
124,"Ich habe eine ordentliche Summe Geld bezahlt, um an diesem Kurs teilzunehmen, und bin sehr enttäuscht, dass er einfach auf Autopilot läuft und es keinen Ort gibt, an den man sich wenden kann, um eine Lösung zu finden, Fragen zu stellen oder Hilfe zu erhalten.",negative,chuong_trinh_hoc,de,train
124,"Ich habe eine ordentliche Summe Geld bezahlt, um an diesem Kurs teilzunehmen, und bin sehr enttäuscht, dass er einfach auf Autopilot läuft und es keinen Ort gibt, an den man sich wenden kann, um eine Lösung zu finden, Fragen zu stellen oder Hilfe zu erhalten.",negative,hanh_vi,de,train
125,"Durch die Teilnahme am Kurs als Gasthörer erhielt ich Zugriff auf alle  Kurs Materialien und Kenntnisse, die ich benötigte, ohne mein Bankkonto leeren zu müssen.",positive,noi_chung,de,train
126,Dr. Mathew Yee King ist mein Favorit in diesem Kurs.,positive,ky_nang_giang_day,de,train
127,"Mir gefällt die Art und Weise, wie die Forscher ihr Fachgebiet vorstellen und über aktuelle Veröffentlichungen dazu sprechen, sehr gut.",positive,ky_nang_giang_day,de,train
128,"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",positive,noi_chung,de,train
128,"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",positive,ky_nang_giang_day,de,train
128,"Für mich war es eine tolle Erfahrung, mit Dr. Ngs gut erklärten und angeleiteten Tutorial ein neues Studiengebiet zu erlernen.",positive,ky_nang_giang_day,de,train
129,"Ich empfehle jedem, der sich für die Python-Programmierung interessiert, unbedingt, diesen Kurs mit Dr. Chuck zu belegen.",positive,de_xuat,de,train
129,"Ich empfehle jedem, der sich für die Python-Programmierung interessiert, unbedingt, diesen Kurs mit Dr. Chuck zu belegen.",positive,ky_nang_giang_day,de,train
130,Teilen und nett natürlich!,positive,noi_chung,de,train
131,"Es war eine fantastische Erfahrung und ich kann es kaum erwarten, das Gelernte anzuwenden.",positive,noi_chung,de,train
132,"Ich weiß nicht, wo das Problem liegt, da ich die Videos gut lerne und wenn es darum geht, Quiz zu machen, bestehe ich nie, also schaue ich mir die Videos immer wieder an, aber es ist immer das gleiche Ergebnis. Bei anderen Sprachen bin ich mir nicht sicher, was der Sinn davon ist",negative,bai_tap,de,train
133,Es ist einfach und leicht zu verstehen.,positive,chuong_trinh_hoc,de,train
134,Viel Spaß beim Lernen!,positive,noi_chung,de,train
135,"Dieser Kurs kann für Anfänger als Social-Media-Profis hilfreich sein, wenn Sie jedoch bereits in diesem Bereich arbeiten, werden Sie diesen Kurs unglaublich langweilig finden.",negative,chuong_trinh_hoc,de,train
136,"Danke, dass Sie mir die Grundlagen der Finanzwelt beigebracht haben, OMG.",positive,chuong_trinh_hoc,de,train
137,"Die anderen Aspekte der Literatur, Malerei und der populäreren Künste (Kilts, mündliche Überlieferungen usw.) waren eine schöne Überraschung.",positive,ky_nang_giang_day,de,train
138,"sehr nützlich. Alle behandelten Informationen sind im Grunde gesunder Menschenverstand, und dennoch achten die Leute nicht auf all die kleinen Dinge, die in diesem Kurs besprochen werden. Nun ja. Ich hatte Spaß beim Zuhören der Vorlesungen und werde die Konzepte definitiv in meinem Alltag anwenden. Danke.",positive,chuong_trinh_hoc,de,train
139,Verbesserung gegenüber dem ersten Kurs.,positive,noi_chung,de,train
140,Sehr gut Inhalt.,positive,noi_chung,de,train
141,"Das ist ein guter Anfang, besser, als irgendwo im Internet darüber zu lesen.",positive,noi_chung,de,train
142,Darüber hinaus ist der Professor oft schwer zu verstehen.,negative,ky_nang_giang_day,de,train
143,Danke Prof. Dan!,positive,ky_nang_giang_day,fr,train
144,"Schließlich hat mir dieser Kurs geholfen, ein Gefühl für verschiedene politische Theorien zu bekommen und mein Interesse deutlich zu steigern.",positive,noi_chung,de,train
145,Einfach unglaublich!,positive,noi_chung,de,train
146,"Ich hoffe, das wird hilfreich sein.",positive,noi_chung,de,train
147,"Wenn Sie einen allgemeinen HTML-Kurs Kurs suchen, ist dieser das Richtige für Sie.",positive,noi_chung,de,train
148,Es ist unglaublich!,positive,noi_chung,de,train
149,"Und was ist, wenn Sie der IDEE nicht völlig zustimmen, dass moderne Kunst thematisch Präsentation präsentiert werden muss?",negative,ky_nang_giang_day,de,train
150,"Dennoch scheint es, dass sie im Video die Kernkonzepte viel besser hätten vorstellen können, um Nicht-Programmierern eine bessere Ausgangsbasis für die Suche nach externen Forschern zu bieten.",positive,ky_nang_giang_day,de,train
150,"Dennoch scheint es, dass sie im Video die Kernkonzepte viel besser hätten vorstellen können, um Nicht-Programmierern eine bessere Ausgangsbasis für die Suche nach externen Forschern zu bieten.",positive,ky_nang_giang_day,de,train
151,"Ich habe wirklich das Gefühl, dass mir dieser Kurs einige wertvolle neue Erkenntnisse gebracht hat, mit denen ich die Welt um mich herum und mich selbst sehen kann.",positive,noi_chung,de,train
152,"Ich habe viele grundlegende Dirigierfähigkeiten erlernt, die für meinen Traum, Orchesterdirigent zu werden, von grundlegender Bedeutung sind.",positive,noi_chung,de,train
153,Die Kurse sind super.,positive,noi_chung,de,train
154,Es war eine Herausforderung.,positive,noi_chung,de,train
155,Ich kann es auf jeden Fall empfehlen.,positive,de_xuat,de,train
156,"Prof. Yaakov Chaikin ist sehr kompetent und sorgt dafür, dass seine Videos unterhaltsam sind.",positive,ky_nang_giang_day,de,train
156,"Prof. Yaakov Chaikin ist sehr kompetent und sorgt dafür, dass seine Videos unterhaltsam sind.",positive,ky_nang_giang_day,de,train
157,"Das Material ist gut verwaltet und organisiert, aber ich kann nicht wirklich hören oder verstehen.",positive,cung_cap_tai_lieu,de,train
158,"Komplexe Themen werden auf verständliche Weise für diejenigen vermittelt, die über grundlegende Kenntnisse auf diesem Gebiet verfügen.",positive,chuong_trinh_hoc,de,train
159,"Ich nehme auf jeden Fall einige Dinge mit, die ich in meiner Arbeit anwenden kann.",positive,noi_chung,de,train
160,"Ich habe wirklich das Gefühl, dass ich in diesem Kurs viel gelernt habe und freue mich darauf, einige ihrer Techniken umzusetzen.",positive,noi_chung,de,train
160,"Ich habe wirklich das Gefühl, dass ich in diesem Kurs viel gelernt habe und freue mich darauf, einige ihrer Techniken umzusetzen.",positive,noi_chung,de,train
161,Ausgezeichnet Kurs.,positive,noi_chung,de,train
162,"Der Professor ist ausgezeichnet, didaktisch und erklärt den Unterricht klar und deutlich.",positive,ky_nang_giang_day,de,train
162,"Der Professor ist ausgezeichnet, didaktisch und erklärt den Unterricht klar und deutlich.",positive,ky_nang_giang_day,de,train
162,"Der Professor ist ausgezeichnet, didaktisch und erklärt den Unterricht klar und deutlich.",positive,ky_nang_giang_day,de,train
163,"Die Aufgabe gibt Ihnen auch die Möglichkeit, diese Algorithmen anhand einiger Anwendungsbeispiele zu üben.",positive,bai_tap,de,train
164,Nochmals ein großes Dankeschön für seinen tollen Humor!,positive,ky_nang_giang_day,de,train
165,"Ich habe eine neue Perspektive hinsichtlich der Benutzerfreundlichkeit (Tests und Implementierung) gewonnen, die ich bei meinen Praktiken zur Netzwerkauthentifizierung und bei der Entwicklung von Richtlinien anwenden werde.",positive,noi_chung,de,train
166,"Ich habe versucht, mithilfe von Büchern und Tutorials auf eigene Faust mit Unity anzufangen, bin aber in den 4 Wochen dieses Kurses nie so weit gekommen.",negative,noi_chung,de,train
167,"Es gibt einen bestimmten Unterrichtsstil, an den Sie sich am Anfang gewöhnen müssen, aber wenn Sie es geschafft haben, werden die Lektionen sehr klar und leicht zu befolgen.",positive,ky_nang_giang_day,de,train
167,"Es gibt einen bestimmten Unterrichtsstil, an den Sie sich am Anfang gewöhnen müssen, aber wenn Sie es geschafft haben, werden die Lektionen sehr klar und leicht zu befolgen.",positive,ky_nang_giang_day,de,train
168,"„Intelligent, locker und dennoch präzise“ Lektionen hilft Ihnen bei den ersten notwendigen Schritten in der Sprache und schafft eine grundlegende Basis, auf der Sie Ihre Python-Programmierkenntnisse aufbauen! .",positive,ky_nang_giang_day,de,train
168,"„Intelligent, locker und dennoch präzise“ Lektionen hilft Ihnen bei den ersten notwendigen Schritten in der Sprache und schafft eine grundlegende Basis, auf der Sie Ihre Python-Programmierkenntnisse aufbauen! .",positive,ky_nang_giang_day,de,train
169,Ich habe sehr viel gelernt!,positive,noi_chung,de,train
